title,year,downloads,torrent_url,poster_url,description,genre
The Phantom Planet,1961,129911,https://archive.org/download/PhantomPlanet/PhantomPlanet_archive.torrent,https://image.tmdb.org/t/p/w780/tqXs9OlNv09D3AIkl14Rlw9pTJT.jpg,"Classic sci-fi from 1961. A rocket crashes on an invisible planet during an investigation. The surviving astronaut encounters a race of miniature people: the women are VERY interested! The low budget belies the fact films like this were thematically the precursor to modern sci-fi. [NB - This feature film currently comes in 2 parts, please download both of the .MP4 files listed on the left-hand side of the page in order to grab the entire film.] Part 1 Part 2 You can find more information regardi","Science Fiction, Horror"
They Raid By Night,1942,129885,https://archive.org/download/they_raid_by_night/they_raid_by_night_archive.torrent,https://image.tmdb.org/t/p/w780/5xCg6XGw1bxcNDX5isCrxtZUByc.jpg,You can find more information regarding this film on its IMDb page .,"Drama, War"
Don't Look in the Basement,0,129798,https://archive.org/download/Dont_Look_in_theBasement/Dont_Look_in_theBasement_archive.torrent,https://image.tmdb.org/t/p/w780/kzrhFnC9LjeOJbFbREZR7dS00hW.jpg,"Nurse Charlotte Beale arrives at the isolated Stephens Sanitarium to work, only to learn that Dr. Stephens was murdered by one of the patients and his successor, Dr. Geraldine Masters, is not very eager to take on new staff. Charlotte finds her job maddeningly hard as the patients torment and harass her at every turn, and she soon learns why Dr. Masters is so eager to keep outsiders out.","Horror, Thriller"
Last Woman on Earth,1960,129294,https://archive.org/download/last_woman_on_earth/last_woman_on_earth_archive.torrent,https://image.tmdb.org/t/p/w780/tgnBd04WHJvysZxf5MYmNTXitVL.jpg,You can find more information regarding this film on its IMDb page .,"Science Fiction, Drama, Mystery"
The Torch,1950,129285,https://archive.org/download/TheTorch_627/TheTorch_627_archive.torrent,https://image.tmdb.org/t/p/w780/4ZKXrge0q1PpSVF8vdhGMjpMY3f.jpg,Paulette Goddard and Pedro Armendariz star in this story about a revolutionary who takes over a small Mexican town. The townspeople begin to argue about whether to resist him or join him. This is a Spanish print of a US/Mexican Co-production. The dialogue is in English the titles and subtitles are in Spanish.,"Documentary, Music"
Santa and the Three Bears,1970,129258,https://archive.org/download/SantaandtheThreeBears/SantaandtheThreeBears_archive.torrent,https://image.tmdb.org/t/p/w780/v9wosDbf4FAppKE54X21K2yzreD.jpg,"When a park ranger tells two bear cubs about Christmas and Santa Claus, they want to skip hibernation to celebrate, but their mother doesn't believe in Saint Nick and wants them to sleep.","Animation, Family, Fantasy"
Daniel Boone (1936),0,129195,https://archive.org/download/DanielBoone1936/DanielBoone1936_archive.torrent,https://archive.org/services/img/DanielBoone1936,The story of Daniel Boone in 1775 Kentucky and the hardships that they faced. Mystic Nights Videos,
Gammera the Invincible,1965,129127,https://archive.org/download/gammera/gammera_archive.torrent,https://archive.org/services/img/gammera,"This was the only film in the original Gamera series to be released to American theaters. It was originally presented in America by World Entertainment Corp. and Harris Associates, Inc. who re-named the film Gammera the Invincible. All subsequent entries in the series were released directly to television by American International Productions Television. Gammera the Invincible's American premiere was in New Orleans on December 15, 1966. Gammera the Invincible was heavily re-edited from its origin","Horror, Science Fiction, Action"
Randy Rides Alone,1934,128696,https://archive.org/download/RandyRidesAlone/RandyRidesAlone_archive.torrent,https://image.tmdb.org/t/p/w780/7hlA9T78zEwGBNJcVN4RmM6HYPJ.jpg,"Jailed for murders he didn't commit, Randy Bowers (John Wayne) escapes only to stumble into the den of the real murderers.","Action, Western"
They Made Me a Killer,1946,128690,https://archive.org/download/TheyMadeMeAKiller/TheyMadeMeAKiller_archive.torrent,https://image.tmdb.org/t/p/w780/hUXdg6hfZsGijy5YtafJxMUiZt2.jpg,A man arrested for bank robbery escapes and tries to track down the real culprits. You can find out more at IMDB.com .,"Crime, Drama, Thriller"
Spooks Run Wild,1941,128652,https://archive.org/download/spooks_run_wild/spooks_run_wild_archive.torrent,https://image.tmdb.org/t/p/w780/kYBjhhKuAUXJ5WTZE3MVAQrGwjP.jpg,Bela Lugosi You can find more information regarding this film on its IMDb page .,"Comedy, Horror"
The White Warrior,1961,128356,https://archive.org/download/TheWhiteWarrior1961/TheWhiteWarrior1961_archive.torrent,https://archive.org/services/img/TheWhiteWarrior1961,"This is the English dub version. From IMDB: The story of Hadji Murad, a 19th-century Chechen chieftain who led his warriors in a fight against the invading forces of the Russian Czar.","Action, Adventure, History"
"Oh, Susanna!",1936,128352,https://archive.org/download/oh_susanna/oh_susanna_archive.torrent,https://image.tmdb.org/t/p/w780/bB9neKKaD4nkM2NyWdSV07GP8uy.jpg,You can find more information regarding this film on its IMDb page .,Western
House on Haunted Hill (1959),0,127968,https://archive.org/download/HouseOnHauntedHill1959/HouseOnHauntedHill1959_archive.torrent,https://archive.org/services/img/HouseOnHauntedHill1959,"House on Haunted Hill is quite an atmospheric movie. It has spooky background music, plenty of cobwebs, ceilings that drip blood, and organs that play all by themselves and... oh, I nearly forgot, it also has one of the best horror actors of the day - Vincent Price. You can find out more about House on Haunted Hill at A Passion For Horror .",
"Laura (1944) Dir: Otto Preminger, Starring Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price, Judith Anderson.",1944,127334,https://archive.org/download/laura_202003/laura_202003_archive.torrent,https://archive.org/services/img/laura_202003,"Laura is a 1944 American film noir produced and directed by Otto Preminger. It stars Gene Tierney, Dana Andrews and Clifton Webb along with Vincent Price and Judith Anderson. The screenplay by Jay Dratler, Samuel Hoffenstein and Betty Reinhardt is based on the 1943 novel Laura by Vera Caspary. In 1999, Laura was selected for preservation in the United States National Film Registry by the Library of Congress as being 'culturally, historically, or aesthetically significant'. The American Film Inst",
Hercules Unchained,1960,127299,https://archive.org/download/Hercules_Unchained/Hercules_Unchained_archive.torrent,https://image.tmdb.org/t/p/w780/4lzZhokSXwb93GlrREMuRLw0SLL.jpg,"'Hercules Unchained', [Format is XviD avi (Website needs to add XviD to format types, is way better than DivX!!!)] second and last film with Steve Reeves as Hercules (our favorite hunky Hercules actor). A Joseph E. Levine film, (an Italian-French co-production). Also starring Sylvia Lopez, Gabriele Antonini, Sylva Koscina, Sergio Fantoni. If you are a 'Spaghetti Sandal' action and adventure fan, you are sure to like this film. It picks up after the first Steve Reeves 'Hercules' movie... Hercules","Fantasy, Action"
Get Christie Love!,1974,127240,https://archive.org/download/GetChristieLove/GetChristieLove_archive.torrent,https://image.tmdb.org/t/p/w780/9SVRYyzMn2hG7y7q9aAZvx62N95.jpg,"When Captain Casey Reardon (played by Harry Guardino) learns that notorious gangster boss Enzo Cortino (Paul Stevens) possesses a secret ledger which could potentially be used to bring him to justice and said ledger is supposedly within the possession of his girlfriend Helena Varga (Louise Sorel), Reardon sends a brash but known for getting results, spirited and spunky young black female detective named Christie Love (Teresa Graves) on undercover assignment hoping she will be able to get to the ","Thriller, Action, Drama, TV Movie"
Episodes in the Life of a Gin Bottle,1925,126789,https://archive.org/download/silent-episodes-in-the-life-of-a-gin-bottle/silent-episodes-in-the-life-of-a-gin-bottle_archive.torrent,https://image.tmdb.org/t/p/w780/24gCcGN0w1MHGwXcX5wlOr3xjTL.jpg,No description.,"Fantasy, Drama"
L'avare ( 1980),1980,126757,https://archive.org/download/lavare-1980/lavare-1980_archive.torrent,https://archive.org/services/img/lavare-1980,"L'Avare (1980) Film français Réalisation : Jean Girault et Louis de Funès Scénario : Jean Girault, Louis de Funès et Jean Halain, d'après L'Avare de Molière Genre : comédie, théâtre Date de sortie : 5 mars 1980 Profondément avare, Harpagon enterre dans son jardin une cassette, qu'il protège d'un piège à loups caché par des feuilles. Riche mais dépensant le moins possible, il vit à Paris avec ses deux enfants Élise et Cléante dans une grande maison avec des domestiques, tous subissant l'avarice d",
Marihuana,1936,126472,https://archive.org/download/Marihuana-the_Devils_Weed/Marihuana-the_Devils_Weed_archive.torrent,https://image.tmdb.org/t/p/w780/nFcCIZeRxGPzatObMegvqpFjMOx.jpg,See the truth about the smoke from Hell! ;-) This propaganda film depicting the 'horrors' of marijuana use. A high school girl is led to ruin after befriending a drug dealer who invites her to a party at his beach house.,"Drama, Crime"
Doomed to Die,1940,126200,https://archive.org/download/Doomed_to_Die_1940/Doomed_to_Die_1940_archive.torrent,https://image.tmdb.org/t/p/w780/fZM1TXUismtG2D5OouYhncceTYL.jpg,"From IMDb : Only the possibility of avoiding a Tong War, plus persuasion by reporter Bobbie Logan leads the famous detective James Lee Wong to enter the Wentworth case. A million and a half dollars in bonds was taken from one of Cyrus P. Wentworth's ships before it was mysteriously sunk and, shortly afterward, Wentworth was found murdered. The police, led by Detective Captain Bill Street, suspect Dick Fleming, fiancée of Wentworth's daughter Cynthia. Wong clears Dick but has difficulty in findin","Mystery, Crime, Thriller"
Go for Broke!,1951,126193,https://archive.org/download/Go_for_Broke/Go_for_Broke_archive.torrent,https://image.tmdb.org/t/p/w780/2XnwfYhgAnZzDPkA7ixdiSai81p.jpg,"The film dramatizes the real-life story of the 442nd Regimental Combat Team, which was composed of Nisei, second-generation Americans born of Japanese parents. Fighting in the European theater during World War II, this unit became the most heavily decorated unit for its size and length of service in the history of the United States Army. As well as one of the units with the highest casualty rates.","Action, Crime"
Iron Mask,1952,126121,https://archive.org/download/iron_mask_ipod/iron_mask_ipod_archive.torrent,https://image.tmdb.org/t/p/w780/rY80v4XWCP5OE8GPWk3Ji0WApC1.jpg,"1952 re-release of the 1929 film, narrated by Douglas Fairbanks Jr. Based on the Futher Adventures of the Three Musketeers","Action, Adventure, Family, Fantasy"
The Limping Man,1953,126059,https://archive.org/download/TheLimpingMan/TheLimpingMan_archive.torrent,https://image.tmdb.org/t/p/w780/swtHnAu4ILtJOCna3Sd9nGH2GTu.jpg,"World War II vet Frank Pryor (Lloyd Bridges) returns to London from America after six years to look up an old flame, Pauline French (Moira Lister), now a successful actress. As he and the other passengers deplane and walk across to the terminal, Frank pauses for a moment and asks the man beside him for a light. There's a gunshot and the man crumples to the ground, shot by a marksman with a high-powered rifle, an assassin with a limp. It's not long before Frank Pryor is up to his neck in murderou",Thriller
Cockeyed: Gems from the Memory of a Nutty Cameraman,1925,125778,https://archive.org/download/silent-cockeyed-gems-from-the-memory-of-a-nutty-cameraman/silent-cockeyed-gems-from-the-memory-of-a-nutty-cameraman_archive.torrent,https://image.tmdb.org/t/p/w780/zIjOvvgWsOYrfo6UXLtPf2NBnPZ.jpg,No description.,Short
Revenge of the Virgins,0,125730,https://archive.org/download/RevengeOfTheVirgins/RevengeOfTheVirgins_archive.torrent,https://image.tmdb.org/t/p/w780/vzWcEubimQ6U0r5uoX6czl8flar.jpg,"Bizarre nudie-cutie western from 1959. It appears to be without copyright notice and no renewal is listed, so it's doubly PD.",Western
1975 Flügelschlagen (wing flapping),1975,125597,https://archive.org/download/FLUEGELSCHLAGEN/FLUEGELSCHLAGEN_archive.torrent,https://archive.org/services/img/FLUEGELSCHLAGEN,"With Margret Gloddek and Ingrid Lutz Der author and his partners. Multiple relationship as a way of life. The entire trilogy: 1976 Flügelschlagen (Wing flapping) Trilogie 1, 16 min 1978 Mehr als Zwei (More than two) Trilogie 2, 16:45 min 1979 Schattenkur (Cure of shadows) Trilogie 3, 15 min",
Brand of the Devil,1944,125300,https://archive.org/download/brand_of_the_devil/brand_of_the_devil_archive.torrent,https://image.tmdb.org/t/p/w780/leCiTYhB88W3pgrCTuCUda8DXka.jpg,You can find more information regarding this film on its IMDb page .,Western
"Jackie Robinson Story, The",1950,125016,https://archive.org/download/Jackie_Robinson_Story_The/Jackie_Robinson_Story_The_archive.torrent,https://image.tmdb.org/t/p/w780/cx13WcbLX3dU7Lo6ZcVwygQpdtO.jpg,"This biography of Jackie Robinson is not a great film. More than anything it represents a significant milestone in baseball and the civil right movement. Jackie doesn't do a terrible acting job which you don't really notice because the screen play, although light, is very face paced. The viewer is rocketed through the life of a young pre-teen Jackie Robinson, his football college career, touches on his military service in the second world war, his minor league career, and through his 1949 season","Drama, Family"
